GameAndDrive,FirstDowns,yards_gained,yards_per_first_down,touchdown
20151122008,1,2,2.0,0.0
20151122009,1,1,1.0,0.0
20151122011,7,53,7.571428571428571,0.0
20151122012,2,21,10.5,0.0
20151122013,4,32,8.0,0.0
20151122014,3,9,3.0,0.0
20151122015,1,9,9.0,0.0
20151122016,1,-1,-1.0,0.0
20151122017,1,1,1.0,0.0
20151122018,3,7,2.3333333333333335,0.0
20151122019,4,20,5.0,0.0
20151122021,1,0,0.0,0.0
20151122022,1,0,0.0,0.0
20151122023,2,7,3.5,0.0
20151122024,2,41,20.5,0.0
20151122025,2,0,0.0,0.0
20151122026,5,19,3.8,1.0
20151122027,1,0,0.0,0.0
20151122028,4,8,2.0,1.0
20151122029,6,40,6.666666666666667,0.0
20151122031,2,1,0.5,0.0
20151122032,3,15,5.0,0.0
20151122033,6,19,3.1666666666666665,0.0
20151122034,1,0,0.0,0.0
20151122035,2,8,4.0,0.0
20151122036,2,25,12.5,0.0
20151122037,1,2,2.0,0.0
20151122038,1,2,2.0,0.0
20151122039,2,6,3.0,1.0
20151122041,2,5,2.5,0.0
20151122042,5,71,14.2,0.0
20151122043,4,32,8.0,0.0
20151122044,2,7,3.5,0.0
20151122045,2,9,4.5,1.0
20151122046,1,4,4.0,0.0
20151122047,3,42,14.0,0.0
20151122048,1,1,1.0,0.0
20151122049,1,-8,-8.0,0.0
20151122051,4,14,3.5,0.0
20151122052,4,9,2.25,0.0
20151122053,2,6,3.0,1.0
20151122054,1,9,9.0,0.0
20151122055,2,-16,-8.0,0.0
20151122056,3,39,13.0,0.0
20151122057,3,4,1.3333333333333333,0.0
20151122058,2,-3,-1.5,0.0
20151122059,1,-3,-3.0,0.0
20151122061,1,0,0.0,0.0
20151122062,2,0,0.0,0.0
20151122063,2,19,9.5,1.0
20151122064,2,15,7.5,1.0
20151122065,9,6,0.6666666666666666,1.0
20151122067,1,2,2.0,0.0
20151122068,1,-2,-2.0,0.0
20151122069,6,58,9.666666666666666,1.0
20151122071,3,21,7.0,0.0
20151122072,1,1,1.0,0.0
20151122073,1,3,3.0,0.0
20151122074,5,14,2.8,0.0
20151122075,1,1,1.0,0.0
20151122076,3,23,7.666666666666667,0.0
20151122077,1,4,4.0,0.0
20151122078,1,0,0.0,0.0
20151122079,6,30,5.0,1.0
20151122081,2,18,9.0,0.0
20151122082,3,30,10.0,0.0
20151122083,3,8,2.6666666666666665,0.0
20151122084,2,14,7.0,0.0
20151122085,2,4,2.0,1.0
20151122086,1,0,0.0,0.0
20151122087,3,9,3.0,0.0
20151122088,1,6,6.0,0.0
20151122089,1,3,3.0,0.0
20151122091,4,15,3.75,0.0
20151122092,3,11,3.6666666666666665,0.0
20151122093,1,7,7.0,0.0
20151122094,1,3,3.0,0.0
20151122095,1,0,0.0,0.0
20151122096,4,48,12.0,1.0
20151122097,5,5,1.0,1.0
20151122098,7,16,2.2857142857142856,0.0
20151122099,1,0,0.0,0.0
20151122101,1,2,2.0,0.0
20151122102,4,48,12.0,0.0
20151122103,2,7,3.5,0.0
20151122104,5,29,5.8,0.0
20151122105,4,1,0.25,0.0
20151122106,6,46,7.666666666666667,1.0
20151122107,1,4,4.0,0.0
20151122108,4,20,5.0,0.0
20151122109,5,56,11.2,0.0
20151122111,3,16,5.333333333333333,0.0
20151122112,2,4,2.0,0.0
20151122113,3,8,2.6666666666666665,1.0
20151122114,4,6,1.5,0.0
20151122115,4,30,7.5,0.0
20151122116,4,22,5.5,0.0
20151122117,6,46,7.666666666666667,0.0
20151122118,1,-1,-1.0,0.0
20151122119,2,9,4.5,0.0
20151123001,1,9,9.0,0.0
20151123002,4,4,1.0,0.0
20151123003,4,23,5.75,0.0
20151123004,2,30,15.0,0.0
20151123005,4,15,3.75,0.0
20151123006,1,0,0.0,0.0
20151123007,1,2,2.0,0.0
20151123008,3,9,3.0,0.0
20151123009,3,14,4.666666666666667,0.0
20151126001,5,10,2.0,0.0
20151126002,2,0,0.0,0.0
20151126003,1,1,1.0,0.0
20151126004,4,21,5.25,1.0
20151126005,4,66,16.5,1.0
20151126006,6,14,2.3333333333333335,0.0
20151126007,1,0,0.0,0.0
20151126008,2,6,3.0,0.0
20151126009,1,-2,-2.0,0.0
20151126011,1,4,4.0,0.0
20151126012,1,-4,-4.0,0.0
20151126013,3,16,5.333333333333333,0.0
20151126014,5,29,5.8,0.0
20151126015,4,19,4.75,0.0
20151126016,2,8,4.0,0.0
20151126017,4,17,4.25,0.0
20151126018,1,-3,-3.0,0.0
20151126019,1,0,0.0,0.0
20151126021,2,5,2.5,0.0
20151126022,1,0,0.0,0.0
20151126023,4,15,3.75,0.0
20151126024,2,7,3.5,0.0
20151126025,3,6,2.0,1.0
20151126026,1,0,0.0,0.0
20151126027,1,7,7.0,0.0
20151126028,2,8,4.0,0.0
20151126029,1,2,2.0,0.0
20151129001,3,9,3.0,0.0
20151129002,1,1,1.0,0.0
20151129003,1,2,2.0,0.0
20151129004,2,0,0.0,0.0
20151129005,2,21,10.5,0.0
20151129006,5,25,5.0,0.0
20151129007,1,1,1.0,0.0
20151129008,1,63,63.0,0.0
20151129009,2,11,5.5,0.0
20151129011,2,10,5.0,0.0
20151129012,1,7,7.0,0.0
20151129013,7,23,3.2857142857142856,0.0
20151129014,1,46,46.0,0.0
20151129015,4,24,6.0,0.0
20151129016,8,8,1.0,0.0
20151129017,3,15,5.0,0.0
20151129018,4,12,3.0,0.0
20151129019,4,15,3.75,0.0
20151129021,1,2,2.0,0.0
20151129022,4,30,7.5,0.0
20151129023,3,6,2.0,0.0
20151129024,1,2,2.0,0.0
20151129025,1,-2,-2.0,0.0
20151129026,5,18,3.6,0.0
20151129027,2,15,7.5,1.0
20151129028,5,15,3.0,1.0
20151129029,4,9,2.25,0.0
20151129031,2,6,3.0,0.0
20151129032,5,36,7.2,1.0
20151129033,1,-2,-2.0,0.0
20151129034,4,28,7.0,0.0
20151129035,1,-2,-2.0,0.0
20151129036,2,5,2.5,0.0
20151129037,2,-3,-1.5,0.0
20151129038,1,6,6.0,0.0
20151129039,3,4,1.3333333333333333,0.0
20151129041,5,3,0.6,0.0
20151129042,6,12,2.0,0.0
20151129043,5,27,5.4,0.0
20151129044,5,5,1.0,0.0
20151129045,1,1,1.0,0.0
20151129046,4,82,20.5,0.0
20151129047,4,28,7.0,0.0
20151129048,2,0,0.0,0.0
20151129049,3,41,13.666666666666666,0.0
20151129051,2,19,9.5,0.0
20151129052,1,5,5.0,0.0
20151129053,1,3,3.0,0.0
20151129054,3,24,8.0,0.0
20151129055,5,31,6.2,1.0
20151129056,2,0,0.0,0.0
20151129057,1,3,3.0,0.0
20151129058,2,7,3.5,0.0
20151129059,4,1,0.25,0.0
20151129061,4,26,6.5,0.0
20151129062,3,12,4.0,0.0
20151129063,3,13,4.333333333333333,0.0
20151129064,1,3,3.0,0.0
20151129065,1,3,3.0,0.0
20151129066,4,34,8.5,1.0
20151129067,3,24,8.0,0.0
20151129068,1,6,6.0,0.0
20151129069,3,38,12.666666666666666,0.0
20151129071,1,0,0.0,0.0
20151129072,1,7,7.0,0.0
20151129073,1,3,3.0,0.0
20151129074,2,6,3.0,0.0
20151129075,4,73,18.25,0.0
20151129076,4,6,1.5,0.0
20151129077,1,3,3.0,0.0
20151129078,2,17,8.5,0.0
20151129079,3,8,2.6666666666666665,0.0
20151129081,3,56,18.666666666666668,0.0
20151129082,2,12,6.0,0.0
20151129083,3,2,0.6666666666666666,0.0
20151129084,1,7,7.0,0.0
20151129085,5,40,8.0,0.0
20151129086,1,3,3.0,0.0
20151129087,5,20,4.0,0.0
20151129088,5,76,15.2,0.0
20151129089,4,8,2.0,1.0
20151129091,4,38,9.5,0.0
20151129092,2,-1,-0.5,0.0
20151129093,3,16,5.333333333333333,0.0
20151129094,2,4,2.0,0.0
20151129095,3,13,4.333333333333333,0.0
20151129096,2,14,7.0,0.0
20151129097,2,22,11.0,0.0
20151129098,1,-2,-2.0,0.0
20151129099,2,13,6.5,0.0
20151129101,1,7,7.0,0.0
20151129102,3,17,5.666666666666667,0.0
20151129103,5,30,6.0,0.0
20151129104,2,8,4.0,0.0
20151129105,4,41,10.25,0.0
20151129106,2,6,3.0,1.0
20151129107,3,7,2.3333333333333335,1.0
20151129108,5,37,7.4,0.0
20151129109,4,50,12.5,1.0
20151129111,1,-2,-2.0,0.0
20151129112,3,38,12.666666666666666,0.0
20151129113,1,0,0.0,0.0
20151129114,1,0,0.0,0.0
20151129115,5,45,9.0,0.0
20151129116,3,-1,-0.3333333333333333,0.0
20151129117,1,6,6.0,0.0
20151129118,2,1,0.5,1.0
20151129119,1,3,3.0,0.0
20151130001,2,15,7.5,0.0
20151130002,2,3,1.5,0.0
20151130003,2,6,3.0,0.0
20151130004,3,29,9.666666666666666,0.0
20151130005,5,31,6.2,0.0
20151130006,2,47,23.5,1.0
20151130007,6,32,5.333333333333333,1.0
20151130008,1,1,1.0,0.0
20151130009,4,46,11.5,0.0
20151203001,2,9,4.5,0.0
20151203002,3,13,4.333333333333333,0.0
20151203003,2,6,3.0,0.0
20151203004,4,48,12.0,1.0
20151203005,1,2,2.0,0.0
20151203006,1,17,17.0,0.0
20151203007,4,1,0.25,0.0
20151203008,1,4,4.0,0.0
20151203009,1,6,6.0,0.0
20151206001,1,3,3.0,0.0
20151206002,1,0,0.0,0.0
20151206003,6,61,10.166666666666666,0.0
20151206004,2,7,3.5,0.0
20151206005,2,2,1.0,0.0
20151206006,1,0,0.0,0.0
20151206007,2,13,6.5,0.0
20151206008,1,2,2.0,0.0
20151206009,1,2,2.0,0.0
20151206011,2,3,1.5,0.0
20151206012,3,33,11.0,1.0
20151206013,5,27,5.4,1.0
20151206014,4,22,5.5,0.0
20151206015,3,16,5.333333333333333,0.0
20151206016,2,3,1.5,0.0
20151206017,5,34,6.8,0.0
20151206018,3,60,20.0,1.0
20151206019,1,-1,-1.0,0.0
20151206021,1,8,8.0,0.0
20151206022,1,4,4.0,0.0
20151206023,3,0,0.0,0.0
20151206024,5,24,4.8,0.0
20151206025,3,20,6.666666666666667,0.0
20151206026,6,30,5.0,0.0
20151206027,2,7,3.5,0.0
20151206028,2,0,0.0,0.0
20151206029,1,38,38.0,0.0
20151206031,2,10,5.0,0.0
20151206032,3,7,2.3333333333333335,0.0
20151206033,4,69,17.25,1.0
20151206034,3,25,8.333333333333334,0.0
20151206035,2,31,15.5,1.0
20151206036,2,5,2.5,0.0
20151206037,3,31,10.333333333333334,0.0
20151206038,2,5,2.5,0.0
20151206039,2,5,2.5,0.0
20151206041,1,5,5.0,0.0
20151206042,1,2,2.0,0.0
20151206043,1,2,2.0,0.0
20151206044,5,14,2.8,1.0
20151206045,4,9,2.25,0.0
20151206046,6,48,8.0,1.0
20151206047,1,0,0.0,0.0
20151206048,2,9,4.5,0.0
20151206049,4,37,9.25,1.0
20151206051,1,0,0.0,0.0
20151206052,2,2,1.0,0.0
20151206053,1,4,4.0,0.0
20151206054,2,8,4.0,0.0
20151206055,1,0,0.0,0.0
20151206056,1,1,1.0,0.0
20151206057,5,28,5.6,0.0
20151206058,7,22,3.142857142857143,0.0
20151206059,1,2,2.0,0.0
20151206061,2,-1,-0.5,0.0
20151206062,1,3,3.0,0.0
20151206063,7,37,5.285714285714286,0.0
20151206064,2,2,1.0,0.0
20151206065,2,27,13.5,0.0
20151206066,3,-2,-0.6666666666666666,0.0
20151206067,6,1,0.16666666666666666,1.0
20151206068,2,12,6.0,0.0
20151206069,1,20,20.0,0.0
20151206071,3,9,3.0,0.0
20151206072,1,9,9.0,0.0
20151206073,2,6,3.0,1.0
20151206074,3,6,2.0,0.0
20151206075,1,0,0.0,0.0
20151206076,1,1,1.0,0.0
20151206077,4,2,0.5,1.0
20151206078,2,-3,-1.5,0.0
20151206079,3,18,6.0,0.0
20151206081,3,10,3.3333333333333335,0.0
20151206082,3,13,4.333333333333333,0.0
20151206083,8,30,3.75,1.0
20151206084,7,40,5.714285714285714,0.0
20151206085,3,5,1.6666666666666667,0.0
20151206086,4,18,4.5,0.0
20151206087,2,8,4.0,0.0
20151206088,2,13,6.5,0.0
20151206089,4,36,9.0,0.0
20151206091,4,12,3.0,1.0
20151206092,2,2,1.0,0.0
20151206093,1,2,2.0,0.0
20151206094,2,0,0.0,0.0
20151206095,3,26,8.666666666666666,0.0
20151206096,2,-1,-0.5,0.0
20151206097,4,20,5.0,0.0
20151206098,2,2,1.0,0.0
20151206099,4,46,11.5,0.0
20151206101,4,20,5.0,1.0
20151206102,7,21,3.0,1.0
20151206103,4,20,5.0,0.0
20151206104,1,6,6.0,0.0
20151206105,2,13,6.5,0.0
20151206106,1,5,5.0,0.0
20151206107,1,-7,-7.0,0.0
20151206108,2,25,12.5,0.0
20151206109,1,0,0.0,0.0
20151206111,5,17,3.4,0.0
20151206112,4,22,5.5,0.0
20151206113,1,0,0.0,0.0
20151206114,3,19,6.333333333333333,0.0
20151206115,1,0,0.0,0.0
20151206116,2,6,3.0,0.0
20151206117,1,3,3.0,0.0
20151206118,5,17,3.4,0.0
20151206119,4,8,2.0,0.0
20151206121,3,21,7.0,0.0
20151206122,2,11,5.5,0.0
20151206123,4,20,5.0,0.0
20151206124,2,10,5.0,0.0
20151206125,1,0,0.0,0.0
20151206126,5,26,5.2,1.0
20151206127,2,4,2.0,0.0
20151206128,5,17,3.4,0.0
20151206129,4,35,8.75,1.0
20151206132,1,1,1.0,0.0
20151206133,2,-1,-0.5,0.0
20151206134,1,9,9.0,0.0
20151206135,4,12,3.0,0.0
20151206136,2,5,2.5,0.0
20151206137,1,5,5.0,0.0
20151206138,4,15,3.75,0.0
20151206139,1,0,0.0,0.0
20151207001,1,-5,-5.0,0.0
20151207002,1,0,0.0,0.0
20151207003,1,3,3.0,0.0
20151207004,1,5,5.0,0.0
20151207005,1,2,2.0,0.0
20151207006,2,13,6.5,0.0
20151207007,2,6,3.0,0.0
20151207008,1,-10,-10.0,0.0
20151207009,2,5,2.5,0.0
20151210001,6,29,4.833333333333333,0.0
20151210002,4,45,11.25,1.0
20151210003,2,6,3.0,1.0
20151210004,1,1,1.0,0.0
20151210005,2,4,2.0,0.0
20151210006,4,7,1.75,0.0
20151210007,4,48,12.0,0.0
20151210008,4,33,8.25,0.0
20151210009,1,-1,-1.0,0.0
20151213001,2,5,2.5,0.0
20151213002,5,41,8.2,0.0
20151213003,2,33,16.5,1.0
20151213004,1,0,0.0,0.0
20151213005,2,14,7.0,0.0
20151213006,1,1,1.0,0.0
20151213007,4,13,3.25,0.0
20151213008,1,-1,-1.0,0.0
20151213009,3,4,1.3333333333333333,1.0
20151213011,6,27,4.5,0.0
20151213012,1,0,0.0,0.0
20151213013,2,-1,-0.5,0.0
20151213014,1,4,4.0,0.0
20151213015,4,44,11.0,0.0
20151213016,2,25,12.5,0.0
20151213017,3,3,1.0,0.0
20151213018,1,2,2.0,0.0
20151213019,4,45,11.25,1.0
20151213021,4,5,1.25,1.0
20151213022,5,29,5.8,0.0
20151213023,6,34,5.666666666666667,0.0
20151213024,3,6,2.0,0.0
20151213025,3,15,5.0,0.0
20151213026,2,80,40.0,0.0
20151213027,3,9,3.0,0.0
20151213028,1,4,4.0,0.0
20151213029,2,9,4.5,0.0
20151213031,1,4,4.0,0.0
20151213032,1,2,2.0,0.0
20151213033,1,5,5.0,0.0
20151213034,2,46,23.0,1.0
20151213035,3,14,4.666666666666667,0.0
20151213036,4,15,3.75,0.0
20151213037,3,42,14.0,0.0
20151213038,3,16,5.333333333333333,0.0
20151213039,2,5,2.5,0.0
20151213041,4,21,5.25,0.0
20151213042,3,68,22.666666666666668,0.0
20151213043,1,-9,-9.0,0.0
20151213044,3,9,3.0,0.0
20151213045,1,0,0.0,0.0
20151213046,4,26,6.5,0.0
20151213047,1,0,0.0,0.0
20151213048,2,0,0.0,0.0
20151213049,3,14,4.666666666666667,0.0
20151213051,1,3,3.0,0.0
20151213052,6,29,4.833333333333333,0.0
20151213053,3,7,2.3333333333333335,0.0
20151213054,1,2,2.0,0.0
20151213055,4,0,0.0,0.0
20151213056,4,5,1.25,0.0
20151213057,4,26,6.5,1.0
20151213058,3,30,10.0,0.0
20151213059,3,21,7.0,0.0
20151213061,7,24,3.4285714285714284,0.0
20151213062,2,-4,-2.0,0.0
20151213063,5,41,8.2,1.0
20151213064,5,15,3.0,0.0
20151213065,2,12,6.0,0.0
20151213066,3,37,12.333333333333334,0.0
20151213067,1,5,5.0,0.0
20151213068,3,7,2.3333333333333335,1.0
20151213069,1,-1,-1.0,0.0
20151213071,5,51,10.2,1.0
20151213072,2,3,1.5,0.0
20151213073,2,19,9.5,1.0
20151213074,3,2,0.6666666666666666,0.0
20151213075,3,20,6.666666666666667,1.0
20151213076,4,-12,-3.0,0.0
20151213077,1,6,6.0,0.0
20151213078,4,19,4.75,0.0
20151213079,5,36,7.2,1.0
20151213081,2,3,1.5,0.0
20151213082,4,17,4.25,1.0
20151213083,1,6,6.0,0.0
20151213084,1,4,4.0,0.0
20151213085,2,2,1.0,0.0
20151213086,5,-4,-0.8,1.0
20151213087,5,21,4.2,0.0
20151213088,7,10,1.4285714285714286,0.0
20151213089,4,36,9.0,0.0
20151213091,2,10,5.0,0.0
20151213092,1,4,4.0,0.0
20151213093,2,1,0.5,0.0
20151213094,2,6,3.0,0.0
20151213095,4,23,5.75,0.0
20151213096,4,22,5.5,0.0
20151213097,1,0,0.0,0.0
20151213098,3,23,7.666666666666667,0.0
20151213099,5,33,6.6,0.0
20151213101,5,36,7.2,0.0
20151213102,1,0,0.0,0.0
20151213103,4,73,18.25,1.0
20151213104,2,1,0.5,0.0
20151213105,2,34,17.0,0.0
20151213106,2,12,6.0,0.0
20151213107,5,40,8.0,0.0
20151213108,1,3,3.0,0.0
20151213109,1,0,0.0,0.0
20151213111,5,32,6.4,0.0
20151213112,2,3,1.5,0.0
20151213113,4,37,9.25,0.0
20151213114,1,4,4.0,0.0
20151213115,1,0,0.0,0.0
20151213116,1,0,0.0,0.0
20151213117,6,42,7.0,0.0
20151213118,1,0,0.0,0.0
20151213119,5,23,4.6,0.0
20151213121,2,8,4.0,0.0
20151213122,4,68,17.0,0.0
20151213123,8,41,5.125,0.0
20151213124,1,0,0.0,0.0
20151213125,4,16,4.0,1.0
20151213126,2,3,1.5,0.0
20151213127,6,27,4.5,1.0
20151213128,1,3,3.0,0.0
20151213129,2,3,1.5,0.0
20151213131,3,28,9.333333333333334,0.0
20151213132,6,56,9.333333333333334,1.0
20151213133,2,3,1.5,0.0
20151213134,1,0,0.0,0.0
20151213135,2,22,11.0,0.0
20151213136,4,11,2.75,0.0
20151213137,3,18,6.0,0.0
20151213138,3,5,1.6666666666666667,0.0
20151213139,1,0,0.0,0.0
20151214001,2,17,8.5,0.0
20151214002,2,10,5.0,0.0
20151214003,5,32,6.4,0.0
20151214004,2,11,5.5,0.0
20151214005,2,12,6.0,0.0
20151214006,4,31,7.75,1.0
20151214007,3,9,3.0,1.0
20151214008,1,5,5.0,0.0
20151214009,2,-3,-1.5,0.0
20151217001,3,10,3.3333333333333335,1.0
20151217002,3,17,5.666666666666667,0.0
20151217003,1,2,2.0,0.0
20151217004,3,26,8.666666666666666,0.0
20151217005,2,22,11.0,1.0
20151217006,1,4,4.0,0.0
20151217007,2,13,6.5,0.0
20151217008,6,33,5.5,0.0
20151217009,5,28,5.6,1.0
20151219001,4,26,6.5,0.0
20151219002,1,3,3.0,0.0
20151219003,1,-2,-2.0,0.0
20151219004,4,17,4.25,0.0
20151219005,1,4,4.0,0.0
20151219006,4,22,5.5,0.0
20151219007,1,-1,-1.0,0.0
20151219008,1,1,1.0,0.0
20151219009,1,4,4.0,0.0
20151220001,2,4,2.0,0.0
20151220002,1,1,1.0,0.0
20151220003,1,0,0.0,0.0
20151220004,4,52,13.0,1.0
20151220005,5,45,9.0,0.0
20151220006,2,3,1.5,0.0
20151220007,3,14,4.666666666666667,0.0
20151220008,2,16,8.0,0.0
20151220009,2,13,6.5,0.0
20151220011,4,48,12.0,1.0
20151220012,4,17,4.25,0.0
20151220013,6,52,8.666666666666666,0.0
20151220014,1,2,2.0,0.0
20151220015,1,4,4.0,0.0
20151220016,3,46,15.333333333333334,0.0
20151220017,2,4,2.0,0.0
20151220018,1,0,0.0,0.0
20151220019,2,20,10.0,1.0
20151220021,2,3,1.5,0.0
20151220022,6,23,3.8333333333333335,1.0
20151220023,1,5,5.0,0.0
20151220024,3,6,2.0,0.0
20151220025,3,1,0.3333333333333333,0.0
20151220026,1,3,3.0,0.0
20151220027,3,17,5.666666666666667,1.0
20151220028,4,42,10.5,1.0
20151220029,2,18,9.0,0.0
20151220031,5,56,11.2,1.0
20151220032,1,1,1.0,0.0
20151220033,1,3,3.0,0.0
20151220034,3,24,8.0,0.0
20151220035,1,4,4.0,0.0
20151220036,4,31,7.75,0.0
20151220037,3,2,0.6666666666666666,0.0
20151220038,2,23,11.5,0.0
20151220039,6,43,7.166666666666667,0.0
20151220041,3,5,1.6666666666666667,0.0
20151220042,5,16,3.2,0.0
20151220043,3,20,6.666666666666667,0.0
20151220044,3,19,6.333333333333333,1.0
20151220045,2,10,5.0,0.0
20151220046,1,0,0.0,0.0
20151220047,3,16,5.333333333333333,0.0
20151220048,2,19,9.5,0.0
20151220049,2,43,21.5,0.0
20151220051,1,5,5.0,0.0
20151220052,4,12,3.0,1.0
20151220053,3,28,9.333333333333334,0.0
20151220054,2,9,4.5,0.0
20151220055,1,4,4.0,0.0
20151220056,1,4,4.0,0.0
20151220057,1,0,0.0,0.0
20151220058,1,0,0.0,1.0
20151220059,2,2,1.0,0.0
20151220061,4,9,2.25,1.0
20151220062,3,38,12.666666666666666,1.0
20151220063,1,0,0.0,0.0
20151220064,3,28,9.333333333333334,0.0
20151220065,1,3,3.0,0.0
20151220066,2,20,10.0,0.0
20151220067,3,-2,-0.6666666666666666,0.0
20151220068,2,-1,-0.5,0.0
20151220069,1,4,4.0,0.0
20151220071,5,19,3.8,0.0
20151220072,5,22,4.4,0.0
20151220073,5,44,8.8,1.0
20151220074,1,8,8.0,0.0
20151220075,3,45,15.0,0.0
20151220076,1,0,0.0,0.0
20151220077,5,33,6.6,0.0
20151220078,3,11,3.6666666666666665,0.0
20151220079,5,23,4.6,0.0
20151220081,6,28,4.666666666666667,1.0
20151220082,6,13,2.1666666666666665,1.0
20151220083,1,-8,-8.0,0.0
20151220084,4,30,7.5,1.0
20151220085,3,9,3.0,0.0
20151220086,4,12,3.0,0.0
20151220087,1,3,3.0,0.0
20151220088,3,44,14.666666666666666,0.0
20151220089,2,-5,-2.5,0.0
20151220091,1,3,3.0,0.0
20151220092,3,21,7.0,0.0
20151220093,1,0,0.0,0.0
20151220094,1,1,1.0,0.0
20151220095,2,5,2.5,1.0
20151220096,1,0,0.0,0.0
20151220097,5,3,0.6,0.0
20151220098,2,3,1.5,0.0
20151220099,4,17,4.25,0.0
20151220101,2,10,5.0,0.0
20151220102,1,1,1.0,0.0
20151220103,2,21,10.5,0.0
20151220104,5,7,1.4,1.0
20151220105,2,10,5.0,0.0
20151220106,1,61,61.0,0.0
20151220107,4,15,3.75,0.0
20151220108,5,31,6.2,1.0
20151220109,6,45,7.5,0.0
20151220111,3,1,0.3333333333333333,0.0
20151220112,5,34,6.8,1.0
20151220113,1,3,3.0,0.0
20151220114,1,6,6.0,0.0
20151220115,1,3,3.0,0.0
20151220116,1,2,2.0,0.0
20151220117,3,10,3.3333333333333335,0.0
20151220118,1,-5,-5.0,0.0
20151220119,5,13,2.6,0.0
20151220121,2,11,5.5,0.0
20151220122,1,4,4.0,0.0
20151220123,2,14,7.0,0.0
20151220124,2,9,4.5,0.0
20151220125,1,0,0.0,0.0
20151220126,1,2,2.0,0.0
20151220127,2,8,4.0,0.0
20151220128,1,0,0.0,0.0
20151220129,2,15,7.5,0.0
20151221001,1,3,3.0,0.0
20151221002,1,1,1.0,0.0
20151221003,1,2,2.0,0.0
20151221004,3,29,9.666666666666666,1.0
20151221005,7,23,3.2857142857142856,0.0
20151221006,3,20,6.666666666666667,0.0
20151221007,2,8,4.0,0.0
20151221008,7,52,7.428571428571429,0.0
20151221009,7,37,5.285714285714286,0.0
20151224001,2,8,4.0,0.0
20151224002,4,6,1.5,1.0
20151224003,6,50,8.333333333333334,0.0
20151224004,2,19,9.5,0.0
20151224005,1,3,3.0,0.0
20151224006,2,3,1.5,1.0
20151224007,5,21,4.2,0.0
20151224008,1,9,9.0,0.0
20151224009,1,0,0.0,0.0
20151226001,6,36,6.0,0.0
20151226002,1,0,0.0,0.0
20151226003,3,10,3.3333333333333335,0.0
20151226004,5,67,13.4,0.0
20151226005,1,0,0.0,0.0
20151226006,4,36,9.0,0.0
20151226007,2,2,1.0,0.0
20151226008,1,0,0.0,0.0
20151226009,3,10,3.3333333333333335,0.0
20151227001,4,2,0.5,1.0
20151227002,3,7,2.3333333333333335,0.0
20151227003,6,7,1.1666666666666667,1.0
20151227004,2,5,2.5,0.0
20151227005,3,4,1.3333333333333333,0.0
20151227006,1,0,0.0,0.0
20151227007,2,1,0.5,0.0
20151227008,1,0,0.0,0.0
20151227009,3,22,7.333333333333333,0.0
20151227011,5,5,1.0,0.0
20151227012,1,1,1.0,0.0
20151227013,4,38,9.5,0.0
20151227014,4,48,12.0,0.0
20151227015,1,0,0.0,0.0
20151227016,5,23,4.6,1.0
20151227017,5,65,13.0,0.0
20151227018,3,20,6.666666666666667,0.0
20151227019,1,5,5.0,0.0
20151227021,2,0,0.0,0.0
20151227022,2,7,3.5,0.0
20151227023,6,58,9.666666666666666,0.0
20151227024,1,2,2.0,0.0
20151227025,2,1,0.5,0.0
20151227026,4,10,2.5,0.0
20151227027,6,28,4.666666666666667,0.0
20151227028,2,15,7.5,0.0
20151227029,3,25,8.333333333333334,0.0
20151227031,2,1,0.5,0.0
20151227032,2,6,3.0,0.0
20151227033,4,13,3.25,0.0
20151227034,1,2,2.0,0.0
20151227035,2,8,4.0,0.0
20151227036,3,2,0.6666666666666666,0.0
20151227037,2,0,0.0,0.0
20151227038,3,2,0.6666666666666666,0.0
20151227039,1,2,2.0,0.0
20151227041,6,27,4.5,1.0
20151227042,1,5,5.0,0.0
20151227043,3,24,8.0,0.0
20151227044,2,32,16.0,0.0
20151227045,1,1,1.0,0.0
20151227046,2,2,1.0,0.0
20151227047,3,0,0.0,0.0
20151227048,1,1,1.0,0.0
20151227049,2,2,1.0,0.0
20151227051,6,29,4.833333333333333,0.0
20151227052,5,28,5.6,0.0
20151227053,1,6,6.0,0.0
20151227054,6,54,9.0,0.0
20151227055,4,30,7.5,1.0
20151227056,1,4,4.0,0.0
20151227057,1,0,0.0,0.0
20151227058,1,1,1.0,0.0
20151227059,3,-1,-0.3333333333333333,0.0
20151227061,1,2,2.0,0.0
20151227062,1,0,0.0,0.0
20151227063,3,7,2.3333333333333335,0.0
20151227064,2,16,8.0,0.0
20151227065,1,5,5.0,0.0
20151227066,2,8,4.0,0.0
20151227067,3,15,5.0,0.0
20151227068,1,-6,-6.0,0.0
20151227069,3,3,1.0,1.0
20151227071,6,48,8.0,0.0
20151227072,6,10,1.6666666666666667,0.0
20151227073,4,23,5.75,0.0
20151227074,4,17,4.25,0.0
20151227075,5,17,3.4,0.0
20151227076,2,16,8.0,0.0
20151227077,4,0,0.0,0.0
20151227078,4,33,8.25,0.0
20151227079,2,-3,-1.5,1.0
20151227081,2,5,2.5,0.0
20151227082,2,-5,-2.5,0.0
20151227083,1,2,2.0,0.0
20151227084,1,4,4.0,0.0
20151227085,3,22,7.333333333333333,0.0
20151227086,3,27,9.0,0.0
20151227087,5,19,3.8,0.0
20151227088,3,26,8.666666666666666,0.0
20151227089,4,12,3.0,0.0
20151227091,4,17,4.25,0.0
